-5.763976506385829618e-02,-5.168894911813697729e-02,5.461216040801010431e-04,-6.282100262286305536e+01,-8.182212336558083621e+01,6.362183610640025790e+02
-5.733287070239010547e-02,-5.141365532042609793e-02,5.702920806281476258e-04,-6.281934404653213733e+01,-8.182136963248899519e+01,6.362670377357630969e+02
-5.793349727386785941e-02,-5.192254530957402664e-02,5.098574178875350761e-04,-6.282068347575071243e+01,-8.181667261401587155e+01,6.361817451019355758e+02
-5.789523332982719761e-02,-5.135694210728090903e-02,5.753973073871097507e-04,-6.282298706698386326e+01,-8.182154154679842861e+01,6.362615735148035583e+02
-5.810964327549503899e-02,-5.170797547136095351e-02,5.512946868863541350e-04,-6.282404895553372626e+01,-8.182492414494474531e+01,6.362354618941849367e+02
-5.804271938137971210e-02,-5.159315613110599524e-02,5.755625367909950659e-04,-6.281753871220646346e+01,-8.182262382405082235e+01,6.362334374557018464e+02
-5.743527758539976324e-02,-5.219409164432437659e-02,5.364527289379220467e-04,-6.281653983127760910e+01,-8.181969005315882271e+01,6.361756514880391933e+02
-5.804541452256831158e-02,-5.168644183346452620e-02,4.976252085892552638e-04,-6.282634346449206930e+01,-8.181973616215897493e+01,6.362268895931564430e+02
-5.751177788194472562e-02,-5.130323698534166449e-02,5.841490486051519743e-04,-6.282164589602754035e+01,-8.182190455545836016e+01,6.362511909449108316e+02
-5.760985842414582947e-02,-5.161030578201195040e-02,5.717585615505746052e-04,-6.281906455555235169e+01,-8.182330422067555276e+01,6.362377266182518269e+02
-5.770380167628527679e-02,-5.198804745087357015e-02,5.640060210255813753e-04,-6.281787286359873690e+01,-8.182328270871900600e+01,6.362173323902227366e+02
-5.799183866840210838e-02,-5.187436300873625450e-02,5.545773261073467467e-04,-6.281576623358997580e+01,-8.182213814838192434e+01,6.362505737802106296e+02
-5.790225442257760508e-02,-5.207374159621549342e-02,5.483333828425520631e-04,-6.281758518899501098e+01,-8.182087818588844641e+01,6.361780717591593657e+02
-5.806482356303928338e-02,-5.121787573415022971e-02,5.971904735072354215e-04,-6.282301819320118597e+01,-8.182501911457495680e+01,6.362567407837627798e+02
-5.733796064333398362e-02,-5.213484545174076890e-02,5.680316615725294893e-04,-6.281931718866344738e+01,-8.182173498865918759e+01,6.361377426035300005e+02
-5.799684964716921715e-02,-5.204404602148843262e-02,5.179618859209840845e-04,-6.281839098239345276e+01,-8.181971550619863365e+01,6.361979632709064845e+02
-5.756564641308536956e-02,-5.185145390956952260e-02,5.136697795297406888e-04,-6.282308490268950862e+01,-8.181717458292780520e+01,6.361839625967820666e+02
-5.788400483241409183e-02,-5.146063155201014566e-02,5.602914917097030984e-04,-6.282036195522042021e+01,-8.182149162456768465e+01,6.362692519049012390e+02
-5.801367774035931513e-02,-5.157837210317922638e-02,5.617948045049154940e-04,-6.282336625646228612e+01,-8.182158132923768790e+01,6.362327350569836426e+02
-5.746408915650146054e-02,-5.198837981563803057e-02,5.148495562752750327e-04,-6.282581778526198946e+01,-8.182108265447087092e+01,6.361611510862494470e+02
-5.815713700935921937e-02,-5.164434112297135865e-02,5.785367232090223369e-04,-6.282313940217790105e+01,-8.182234911534044386e+01,6.362601653282673624e+02
-5.772931419459620406e-02,-5.210608907278824892e-02,5.248296034140129693e-04,-6.282060500632778854e+01,-8.182219465934491609e+01,6.361573048148109137e+02
-5.819276749629219425e-02,-5.248092306618262065e-02,5.286035695319087156e-04,-6.281523101860605607e+01,-8.182213106662892699e+01,6.361657206159217139e+02
-5.779825266355038960e-02,-5.156212459090513817e-02,5.620932862076356623e-04,-6.282008390564838862e+01,-8.182120405573083133e+01,6.362299767583608627e+02
-5.731118163772002533e-02,-5.132982337214520713e-02,5.871596233937078236e-04,-6.281743436612268994e+01,-8.182557485219534499e+01,6.362404478971145636e+02
-5.775021640321940236e-02,-5.172589902985696292e-02,5.410636659528286286e-04,-6.281986525283101486e+01,-8.182333158627228897e+01,6.362287231141159509e+02
-5.736118593398133875e-02,-5.160830721819231748e-02,5.635410750671310904e-04,-6.281828441941593155e+01,-8.182424872550011230e+01,6.362225091879488446e+02
-5.746652091742198570e-02,-5.140972634351898690e-02,4.948725128496130792e-04,-6.282246832851407703e+01,-8.181446170387555128e+01,6.362290768531059939e+02
-5.727982376246797819e-02,-5.207607936763077039e-02,5.212403238970342648e-04,-6.281582027634725307e+01,-8.182023679913064029e+01,6.361615968663908234e+02
-5.740476171044080894e-02,-5.211515624741312747e-02,5.963526145193672216e-04,-6.281436897009648845e+01,-8.182650458084562217e+01,6.361625830882650234e+02
-5.810239477689553567e-02,-5.219886062593590698e-02,5.438674769545831034e-04,-6.281693372179849177e+01,-8.182015317705469215e+01,6.361930557346362320e+02
-5.802940613612864867e-02,-5.171774542487812820e-02,5.478432992010617191e-04,-6.282616850694587640e+01,-8.182263332281621615e+01,6.362544139075430394e+02
-5.779538458030450410e-02,-5.174196912103299489e-02,5.551439058354920315e-04,-6.282111207296563293e+01,-8.182455055201812399e+01,6.361686384337473328e+02
-5.794527269157170174e-02,-5.231557399287785348e-02,5.379751322669574761e-04,-6.281612712123816067e+01,-8.182360921579511626e+01,6.361775183383861076e+02
-5.795611778999158747e-02,-5.164955129098850600e-02,5.225797636955614462e-04,-6.282425024219185161e+01,-8.182304411013537049e+01,6.362416370833893779e+02
-5.768671234432627692e-02,-5.160958295252010553e-02,5.283541590076307149e-04,-6.282331531163393379e+01,-8.181822774700880530e+01,6.362452194781002390e+02
-5.790701216364461945e-02,-5.193830295686416992e-02,5.723983816742928693e-04,-6.282145395238639907e+01,-8.182191547597356873e+01,6.362087645465582000e+02
